Merit,Department,HSC Group
2465,Dept. of Political Science,Science
2470,Dept. of Sociology,Science
2471,Dept. of Sociology,Science
2474,Dept. of Sociology,Science
2481,Dept. of Development Studies,Business Studies
2484,Dept. of Sociology,Business Studies
2487,Dept. of Development Studies,Business Studies
2498,Dept. of Anthropology,Science
2500,Dept. of Anthropology,Science
2506,Dept. of Sociology,Science
2507,Dept. of Communication & Journalism,Science
2509,Dept. of Sociology,Science
2517,Dept. of Sociology,Science
2520,Dept. of Political Science,Business Studies
2523,Dept. of Sociology,Science
2538,Dept. of Sociology,Science
2544,Dept. of Sociology,Science
2549,Dept. of Sociology,Science
2570,Dept. of Anthropology,Science
2572,Dept. of Sociology,Science
2576,Dept. of Public Administration,Business Studies
2578,Dept. of Sociology,Business Studies
2586,Dept. of Public Administration,Business Studies
2593,Dept. of Sociology,Science
2600,Dept. of Sociology,Science
2601,Dept. of Sociology,Science
2603,Dept. of Sociology,Science
2614,Dept. of Sociology,Science
2616,Dept. of Public Administration,Business Studies
2622,Dept. of Sociology,Science
2623,Dept. of Sociology,Science
2625,Dept. of Sociology,Business Studies
2635,Dept. of Sociology,Science
2640,Dept. of Sociology,Science
2644,Dept. of Public Administration,Business Studies
2646,Dept. of Sociology,Science
2652,Dept. of Political Science,Business Studies
2653,Dept. of Criminology & Police Science,Business Studies
2655,Dept. of Sociology,Science
2656,Dept. of Sociology,Science
2662,Dept. of Sociology,Science
2671,Dept. of Sociology,Science
2676,Dept. of Sociology,Science
2687,Dept. of Sociology,Science
2688,Dept. of Sociology,Science
2689,Dept. of Sociology,Science
2690,Dept. of Sociology,Science
2691,Dept. of Anthropology,Science
2693,Dept. of Sociology,Science
2697,Dept. of Sociology,Science
2699,Dept. of Anthropology,Science
2702,Dept. of Anthropology,Science
2703,Dept. of Sociology,Science
2704,Dept. of Sociology,Science
2705,Dept. of Anthropology,Science
2706,Dept. of Communication & Journalism,Business Studies
2707,Dept. of Sociology,Science
2712,Dept. of Sociology,Science
2720,Dept. of Anthropology,Science
2724,Dept. of Sociology,Science
2725,Dept. of Sociology,Science
2730,Dept. of Sociology,Business Studies
2731,Dept. of Anthropology,Science
2732,Dept. of Sociology,Business Studies
2734,Dept. of Anthropology,Science
2735,Dept. of Anthropology,Science
2736,Dept. of Sociology,Business Studies
2741,Dept. of Anthropology,Science
2742,Dept. of Political Science,Business Studies
2744,Dept. of Anthropology,Science
2747,Dept. of Anthropology,Science
2755,Dept. of Anthropology,Science
2763,Dept. of Anthropology,Science
2770,Dept. of Anthropology,Science
2772,Dept. of Anthropology,Science
2773,Dept. of Anthropology,Science
2783,Dept. of Anthropology,Science
2785,Dept. of Anthropology,Science
2794,Dept. of Anthropology,Science
2795,Dept. of Anthropology,Science
2796,Dept. of Anthropology,Science
2797,Dept. of Anthropology,Science
2798,Dept. of Anthropology,Science
2800,Dept. of Anthropology,Science
2802,Dept. of Anthropology,Science
2803,Dept. of Anthropology,Science
2806,Dept. of Anthropology,Science
2809,Dept. of Political Science,Business Studies
2848,Dept. of Communication & Journalism,Business Studies
2866,Dept. of Political Science,Business Studies
2883,Dept. of Sociology,Business Studies
2934,Dept. of Communication & Journalism,Business Studies
2941,Dept. of Political Science,Business Studies
2993,Dept. of Sociology,Business Studies
3031,Dept. of Political Science,Business Studies
3068,Dept. of Communication & Journalism,Business Studies
3085,Dept. of Political Science,Business Studies
3102,Dept. of Sociology,Business Studies
3108,Dept. of Sociology,Business Studies
3109,Dept. of Communication & Journalism,Business Studies
3118,Dept. of Political Science,Business Studies
3152,Dept. of Political Science,Business Studies
3168,Dept. of Political Science,Business Studies
3224,Dept. of Communication & Journalism,Business Studies
3226,Dept. of Communication & Journalism,Business Studies
3232,Dept. of Sociology,Business Studies
3246,Dept. of Political Science,Business Studies
3268,Dept. of Communication & Journalism,Business Studies
3272,Dept. of Political Science,Business Studies
3283,Dept. of Political Science,Business Studies
3295,Dept. of Political Science,Business Studies
3302,Dept. of Sociology,Business Studies
3308,Dept. of Sociology,Business Studies
3364,Dept. of Sociology,Business Studies
3372,Dept. of Political Science,Business Studies
3415,Dept. of Criminology & Police Science,Business Studies
3420,Dept. of Sociology,Business Studies
3488,Dept. of Sociology,Business Studies
3498,Dept. of Political Science,Business Studies
3542,Dept. of Political Science,Business Studies
3543,Dept. of Sociology,Business Studies
3552,Dept. of Criminology & Police Science,Business Studies
3566,Dept. of Anthropology,Business Studies
3578,Dept. of Sociology,Business Studies
3583,Dept. of Sociology,Business Studies
3585,Dept. of Anthropology,Business Studies
3587,Dept. of Sociology,Business Studies
3588,Dept. of Anthropology,Business Studies
3592,Dept. of Sociology,Business Studies
3607,Dept. of Sociology,Business Studies
3613,Dept. of Sociology,Business Studies
3624,Dept. of Sociology,Business Studies
3673,Dept. of Sociology,Business Studies
3675,Dept. of Sociology,Business Studies
3676,Dept. of Anthropology,Business Studies
3678,Dept. of Anthropology,Business Studies
3680,Dept. of Anthropology,Business Studies
3683,Dept. of Anthropology,Business Studies
3684,Dept. of Anthropology,Business Studies
3703,Dept. of Anthropology,Business Studies
3708,Dept. of Anthropology,Business Studies
3711,Dept. of Anthropology,Business Studies
3713,Dept. of Anthropology,Business Studies
3718,Dept. of Anthropology,Business Studies
3729,Dept. of Anthropology,Business Studies
3736,Dept. of Anthropology,Business Studies
3740,Dept. of Anthropology,Business Studies
3745,Dept. of Anthropology,Business Studies
