Merit,Department,HSC Group
956,Dept. of Political Science,SCIENCE
957,Dept. of Psychology,HUMANITIES
958,Dept. of Communication & Journalism,SCIENCE
959,Dept. of Criminology & Police Science,SCIENCE
960,Dept. of Anthropology,SCIENCE
961,Dept. of Sociology,SCIENCE
962,Dept. of Anthropology,HUMANITIES
963,Dept. of Anthropology,HUMANITIES
964,Dept. of Sociology,SCIENCE
966,Dept. of Anthropology,HUMANITIES
968,Dept. of Communication & Journalism,SCIENCE
969,Dept. of Sociology,SCIENCE
971,Dept. of Anthropology,HUMANITIES
972,Dept. of Anthropology,HUMANITIES
973,Dept. of Geography and Environmental Studies,HUMANITIES
974,Dept. of Communication & Journalism,SCIENCE
975,Dept. of Anthropology,HUMANITIES
977,Dept. of Anthropology,HUMANITIES
978,Dept. of Sociology,SCIENCE
981,Dept. of Economics,BUSINESS
983,Dept. of Geography and Environmental Studies,HUMANITIES
985,Dept. of Accounting,SCIENCE
987,Dept. of Communication & Journalism,SCIENCE
988,Dept. of Communication & Journalism,SCIENCE
989,Dept. of Communication & Journalism,SCIENCE
991,Dept. of Communication & Journalism,SCIENCE
993,Dept. of Human Resources Management,SCIENCE
994,Dept. of Communication & Journalism,SCIENCE
996,Dept. of Anthropology,HUMANITIES
997,Dept. of Communication & Journalism,SCIENCE
998,Dept. of Communication & Journalism,SCIENCE
1001,Dept. of Communication & Journalism,SCIENCE
1007,Dept. of Anthropology,HUMANITIES
1009,Dept. of Sociology,SCIENCE
1011,Dept. of Sociology,SCIENCE
1013,Dept. of Sociology,SCIENCE
1016,Dept. of Anthropology,HUMANITIES
1017,Dept. of Geography and Environmental Studies,HUMANITIES
1018,Dept. of Geography and Environmental Studies,HUMANITIES
1020,Dept. of Anthropology,HUMANITIES
1021,Dept. of Anthropology,HUMANITIES
1024,Dept. of Anthropology,SCIENCE
1026,Dept. of Sociology,SCIENCE
1027,Dept. of Sociology,SCIENCE
1028,Dept. of Anthropology,HUMANITIES
1029,Dept. of Anthropology,HUMANITIES
1030,Dept. of Accounting,SCIENCE
1031,Dept. of Sociology,SCIENCE
1032,Dept. of Management,SCIENCE
1033,Dept. of Accounting,SCIENCE
1034,Dept. of Anthropology,SCIENCE
1035,Dept. of Sociology,SCIENCE
1036,Dept. of Economics,BUSINESS
1037,Dept. of Anthropology,HUMANITIES
1038,Dept. of Economics,BUSINESS
1039,Dept. of Economics,BUSINESS
1040,Dept. of Sociology,SCIENCE
1041,Dept. of Anthropology,HUMANITIES
1045,Dept. of Sociology,SCIENCE
1046,Dept. of Anthropology,HUMANITIES
1047,Dept. of Anthropology,HUMANITIES
1048,Dept. of Anthropology,HUMANITIES
1050,Dept. of Sociology,SCIENCE
1051,Dept. of Anthropology,HUMANITIES
1052,Dept. of Anthropology,HUMANITIES
1054,Dept. of Sociology,SCIENCE
1055,Dept. of Human Resources Management,HUMANITIES
1056,Dept. of Anthropology,HUMANITIES
1058,Dept. of Anthropology,HUMANITIES
1059,Dept. of Anthropology,HUMANITIES
1060,Dept. of Sociology,SCIENCE
1062,Dept. of Sociology,SCIENCE
1063,Dept. of Economics,BUSINESS
1064,Dept. of Anthropology,HUMANITIES
1065,Dept. of Anthropology,HUMANITIES
1066,Dept. of Anthropology,HUMANITIES
1067,Dept. of Anthropology,HUMANITIES
1068,Dept. of Anthropology,HUMANITIES
1069,Dept. of Accounting,SCIENCE
1070,Dept. of Anthropology,HUMANITIES
1071,Dept. of Anthropology,HUMANITIES
1072,Dept. of Public Administration,BUSINESS
1074,Dept. of Sociology,SCIENCE
1077,Dept. of Accounting,SCIENCE
1078,Dept. of Accounting,SCIENCE
1082,Dept. of Sociology,SCIENCE
1083,Dept. of Sociology,SCIENCE
1086,Dept. of Sociology,SCIENCE
1088,Dept. of Communication & Journalism,BUSINESS
1091,Dept. of Psychology,HUMANITIES
1099,Dept. of Marketing,SCIENCE
1105,Dept. of Sociology,SCIENCE
1108,Dept. of Psychology,HUMANITIES
1109,Dept. of Political Science,BUSINESS
1114,Dept. of Anthropology,SCIENCE
1116,Dept. of Sociology,SCIENCE
1120,Dept. of Psychology,HUMANITIES
1122,Dept. of Management,SCIENCE
1123,Dept. of Sociology,SCIENCE
1125,Dept. of Accounting,SCIENCE
1126,Dept. of Sociology,SCIENCE
1127,Dept. of Human Resources Management,SCIENCE
1128,Dept. of Sociology,SCIENCE
1129,Dept. of Sociology,SCIENCE
1132,Dept. of Sociology,SCIENCE
1133,Dept. of Sociology,SCIENCE
1134,Dept. of Sociology,SCIENCE
1135,Dept. of Psychology,HUMANITIES
1137,Dept. of Economics,BUSINESS
1139,Dept. of Sociology,SCIENCE
1141,Dept. of Sociology,SCIENCE
1143,Dept. of Psychology,HUMANITIES
1146,Dept. of Anthropology,SCIENCE
1154,Dept. of Psychology,HUMANITIES
1156,Dept. of Sociology,SCIENCE
1162,Dept. of Economics,BUSINESS
1163,Dept. of Sociology,SCIENCE
1165,Dept. of Marketing,SCIENCE
1166,Dept. of Anthropology,SCIENCE
1169,Dept. of Accounting,SCIENCE
1170,Dept. of Sociology,SCIENCE
1172,Dept. of Sociology,SCIENCE
1181,Dept. of Marketing,HUMANITIES
1182,Dept. of Psychology,HUMANITIES
1185,Dept. of Sociology,SCIENCE
1187,Dept. of Sociology,SCIENCE
1189,Dept. of Human Resources Management,HUMANITIES
1192,Dept. of Sociology,SCIENCE
1196,Dept. of Psychology,HUMANITIES
1198,Dept. of Sociology,SCIENCE
1200,Dept. of Anthropology,SCIENCE
1201,Dept. of Anthropology,SCIENCE
1202,Dept. of Sociology,SCIENCE
1203,Dept. of Sociology,SCIENCE
1204,Dept. of Sociology,SCIENCE
1207,Dept. of Sociology,SCIENCE
1209,Dept. of Psychology,HUMANITIES
1211,Dept. of Economics,BUSINESS
1213,Dept. of Psychology,HUMANITIES
1214,Dept. of Psychology,HUMANITIES
1217,Dept. of Accounting,SCIENCE
1218,Dept. of Sociology,SCIENCE
1224,Dept. of Sociology,SCIENCE
1226,Dept. of Anthropology,SCIENCE
1227,Dept. of Sociology,SCIENCE
1228,Dept. of Political Science,BUSINESS
1230,Dept. of Sociology,SCIENCE
1235,Dept. of Psychology,HUMANITIES
1239,Dept. of Sociology,SCIENCE
1240,Dept. of Anthropology,SCIENCE
1241,Dept. of Psychology,HUMANITIES
1243,Dept. of Anthropology,SCIENCE
1248,Dept. of Sociology,BUSINESS
1254,Dept. of Communication & Journalism,BUSINESS
1258,Dept. of Human Resources Management,SCIENCE
1259,Dept. of Anthropology,SCIENCE
1261,Dept. of Anthropology,SCIENCE
1269,Dept. of Anthropology,SCIENCE
1270,Dept. of Human Resources Management,SCIENCE
1271,Dept. of Anthropology,SCIENCE
1274,Dept. of Anthropology,SCIENCE
1277,Dept. of Public Administration,BUSINESS
1280,Dept. of Management,SCIENCE
1289,Dept. of Anthropology,SCIENCE
1292,Dept. of Anthropology,SCIENCE
1293,Dept. of Anthropology,SCIENCE
1297,Dept. of Anthropology,SCIENCE
1298,Dept. of Anthropology,SCIENCE
1300,Dept. of Anthropology,SCIENCE
1301,Dept. of Political Science,BUSINESS
1303,Dept. of Public Administration,BUSINESS
1308,Dept. of Anthropology,SCIENCE
1310,Dept. of Anthropology,SCIENCE
1315,Dept. of Anthropology,SCIENCE
1316,Dept. of Anthropology,SCIENCE
1318,Dept. of Anthropology,SCIENCE
1319,Dept. of Anthropology,SCIENCE
1320,Dept. of Anthropology,SCIENCE
1321,Dept. of Communication & Journalism,BUSINESS
1322,Dept. of Anthropology,SCIENCE
1323,Dept. of Anthropology,SCIENCE
1324,Dept. of Human Resources Management,HUMANITIES
1325,Dept. of Anthropology,SCIENCE
1326,Dept. of Anthropology,SCIENCE
1327,Dept. of Anthropology,SCIENCE
1341,Dept. of Finance,HUMANITIES
1342,Dept. of Development Studies,BUSINESS
1377,Dept. of Finance,HUMANITIES
1394,Dept. of Criminology & Police Science,BUSINESS
1408,Dept. of Accounting,SCIENCE
1410,Dept. of Management,SCIENCE
1419,Dept. of Accounting,SCIENCE
1436,Dept. of Management,SCIENCE
1437,Dept. of Public Administration,BUSINESS
1449,Dept. of Political Science,BUSINESS
1457,Dept. of Public Administration,BUSINESS
1463,Dept. of Management,SCIENCE
1508,Dept. of Public Administration,BUSINESS
1515,Dept. of Accounting,SCIENCE
1516,Dept. of Banking & Insurance,SCIENCE
1523,Dept. of Accounting,SCIENCE
1529,Dept. of Accounting,HUMANITIES
1536,Dept. of Public Administration,BUSINESS
1572,Dept. of Human Resources Management,SCIENCE
1573,Dept. of Human Resources Management,SCIENCE
1599,Dept. of Communication & Journalism,BUSINESS
1601,Dept. of Political Science,BUSINESS
1621,Dept. of Political Science,BUSINESS
1627,Dept. of Criminology & Police Science,BUSINESS
1649,Dept. of Public Administration,BUSINESS
1668,Dept. of Finance,HUMANITIES
1674,Dept. of Public Administration,BUSINESS
1676,Dept. of Accounting,SCIENCE
1696,Dept. of Sociology,BUSINESS
1729,Dept. of Communication & Journalism,BUSINESS
1733,Dept. of Public Administration,BUSINESS
1739,Dept. of Marketing,SCIENCE
1747,Dept. of Accounting,HUMANITIES
1763,Dept. of Management,SCIENCE
1765,Dept. of Public Administration,BUSINESS
1774,Dept. of Accounting,SCIENCE
1780,Dept. of Marketing,SCIENCE
1783,Dept. of Public Administration,BUSINESS
1794,Dept. of Public Administration,BUSINESS
1796,Dept. of Political Science,BUSINESS
1810,Dept. of Criminology & Police Science,BUSINESS
1823,Dept. of Public Administration,BUSINESS
1833,Dept. of Criminology & Police Science,BUSINESS
1838,Dept. of Public Administration,BUSINESS
1845,Dept. of Political Science,BUSINESS
1850,Dept. of Criminology & Police Science,BUSINESS
1860,Dept. of Sociology,BUSINESS
1873,Dept. of Marketing,SCIENCE
1875,Dept. of Public Administration,BUSINESS
1878,Dept. of Public Administration,BUSINESS
1879,Dept. of Public Administration,BUSINESS
1892,Dept. of Marketing,SCIENCE
1898,Dept. of Marketing,SCIENCE
1912,Dept. of Management,SCIENCE
1920,Dept. of Sociology,BUSINESS
1930,Dept. of Public Administration,BUSINESS
1939,Dept. of Accounting,HUMANITIES
1945,Dept. of Communication & Journalism,BUSINESS
1956,Dept. of Public Administration,BUSINESS
1962,Dept. of Marketing,SCIENCE
1964,Dept. of Human Resources Management,SCIENCE
1968,Dept. of Marketing,SCIENCE
1979,Dept. of Political Science,BUSINESS
2013,Dept. of Human Resources Management,SCIENCE
2051,Dept. of Development Studies,BUSINESS
2069,Dept. of Public Administration,BUSINESS
2086,Dept. of Human Resources Management,SCIENCE
2100,Dept. of Public Administration,BUSINESS
2108,Dept. of Political Science,BUSINESS
2109,Dept. of Management,SCIENCE
2121,Dept. of Human Resources Management,SCIENCE
2128,Dept. of Political Science,BUSINESS
2133,Dept. of Political Science,BUSINESS
2145,Dept. of Human Resources Management,SCIENCE
2147,Dept. of Management,SCIENCE
2149,Dept. of Public Administration,BUSINESS
2154,Dept. of Political Science,BUSINESS
2193,Dept. of Communication & Journalism,BUSINESS
2201,Dept. of Criminology & Police Science,BUSINESS
2205,Dept. of Communication & Journalism,BUSINESS
2214,Dept. of Management,SCIENCE
2221,Dept. of Human Resources Management,SCIENCE
2225,Dept. of Management,SCIENCE
2248,Dept. of Political Science,BUSINESS
2253,Dept. of Management,HUMANITIES
2256,Dept. of Public Administration,BUSINESS
2262,Dept. of Banking & Insurance,HUMANITIES
2264,Dept. of Public Administration,BUSINESS
2271,Dept. of Development Studies,BUSINESS
2288,Dept. of Management,SCIENCE
2301,Dept. of Marketing,SCIENCE
2309,Dept. of Management,HUMANITIES
2318,Dept. of Political Science,BUSINESS
2319,Dept. of Development Studies,BUSINESS
2320,Dept. of Management,HUMANITIES
2339,Dept. of Public Administration,BUSINESS
2352,Dept. of Development Studies,BUSINESS
2360,Dept. of Marketing,SCIENCE
2363,Dept. of Political Science,BUSINESS
2388,Dept. of Marketing,SCIENCE
2404,Dept. of Political Science,BUSINESS
2412,Dept. of Political Science,BUSINESS
2414,Dept. of Management,HUMANITIES
2417,Dept. of Management,SCIENCE
2431,Dept. of Anthropology,BUSINESS
2437,Dept. of Communication & Journalism,BUSINESS
2444,Dept. of Marketing,SCIENCE
2449,Dept. of Management,SCIENCE
2452,Dept. of Political Science,BUSINESS
2454,Dept. of Marketing,SCIENCE
2472,Dept. of Sociology,BUSINESS
2484,Dept. of Communication & Journalism,BUSINESS
2487,Dept. of Sociology,BUSINESS
2501,Dept. of Sociology,BUSINESS
2504,Dept. of Political Science,BUSINESS
2508,Dept. of Management,HUMANITIES
2512,Dept. of Banking & Insurance,SCIENCE
2526,Dept. of Marketing,HUMANITIES
2534,Dept. of Communication & Journalism,BUSINESS
2540,Dept. of Marketing,HUMANITIES
2543,Dept. of Political Science,BUSINESS
2558,Dept. of Sociology,BUSINESS
2572,Dept. of Management,SCIENCE
2576,Dept. of Political Science,BUSINESS
2578,Dept. of Communication & Journalism,BUSINESS
2580,Dept. of Banking & Insurance,SCIENCE
2584,Dept. of Political Science,BUSINESS
2613,Dept. of Sociology,BUSINESS
2621,Dept. of Political Science,BUSINESS
2655,Dept. of Political Science,BUSINESS
2656,Dept. of Management,SCIENCE
2660,Dept. of Banking & Insurance,HUMANITIES
2664,Dept. of Banking & Insurance,HUMANITIES
2671,Dept. of Marketing,SCIENCE
2680,Dept. of Management,SCIENCE
2681,Dept. of Human Resources Management,SCIENCE
2688,Dept. of Management,SCIENCE
2696,Dept. of Sociology,BUSINESS
2730,Dept. of Sociology,BUSINESS
2744,Dept. of Sociology,BUSINESS
2745,Dept. of Sociology,BUSINESS
2750,Dept. of Human Resources Management,SCIENCE
2757,Dept. of Management,SCIENCE
2796,Dept. of Sociology,BUSINESS
2808,Dept. of Marketing,SCIENCE
2823,Dept. of Management,SCIENCE
2829,Dept. of Marketing,SCIENCE
2831,Dept. of Marketing,SCIENCE
2840,Dept. of Human Resources Management,SCIENCE
2853,Dept. of Sociology,BUSINESS
2865,Dept. of Sociology,BUSINESS
2869,Dept. of Sociology,BUSINESS
2877,Dept. of Marketing,SCIENCE
2893,Dept. of Sociology,BUSINESS
2898,Dept. of Sociology,BUSINESS
2904,Dept. of Sociology,BUSINESS
2905,Dept. of Human Resources Management,SCIENCE
2929,Dept. of Banking & Insurance,SCIENCE
2933,Dept. of Marketing,SCIENCE
2937,Dept. of Marketing,SCIENCE
2942,Dept. of Sociology,BUSINESS
2949,Dept. of Sociology,BUSINESS
2984,Dept. of Sociology,BUSINESS
2990,Dept. of Marketing,SCIENCE
2993,Dept. of Marketing,SCIENCE
2996,Dept. of Sociology,BUSINESS
3042,Dept. of Sociology,BUSINESS
3049,Dept. of Anthropology,BUSINESS
3052,Dept. of Anthropology,BUSINESS
3054,Dept. of Anthropology,BUSINESS
3062,Dept. of Anthropology,BUSINESS
3070,Dept. of Anthropology,BUSINESS
3073,Dept. of Human Resources Management,SCIENCE
3077,Dept. of Management,SCIENCE
3078,Dept. of Anthropology,BUSINESS
3094,Dept. of Anthropology,BUSINESS
3110,Dept. of Anthropology,BUSINESS
3111,Dept. of Banking & Insurance,SCIENCE
3122,Dept. of Anthropology,BUSINESS
3130,Dept. of Anthropology,BUSINESS
3134,Dept. of Anthropology,BUSINESS
3156,Dept. of Management,SCIENCE
3158,Dept. of Anthropology,BUSINESS
3165,Dept. of Management,SCIENCE
3180,Dept. of Anthropology,BUSINESS
3191,Dept. of Anthropology,BUSINESS
3215,Dept. of Anthropology,BUSINESS
3226,Dept. of Banking & Insurance,SCIENCE
3228,Dept. of Anthropology,BUSINESS
3282,Dept. of Management,SCIENCE
3312,Dept. of Marketing,SCIENCE
3313,Dept. of Marketing,SCIENCE
3314,Dept. of Human Resources Management,SCIENCE
3316,Dept. of Marketing,SCIENCE
3359,Dept. of Human Resources Management,SCIENCE
3361,Dept. of Banking & Insurance,SCIENCE
3396,Dept. of Human Resources Management,SCIENCE
3398,Dept. of Human Resources Management,SCIENCE
3399,Dept. of Banking & Insurance,SCIENCE
3412,Dept. of Marketing,SCIENCE
3477,Dept. of Marketing,SCIENCE
3481,Dept. of Human Resources Management,SCIENCE
3487,Dept. of Marketing,SCIENCE
3495,Dept. of Management,SCIENCE
3497,Dept. of Management,SCIENCE
3544,Dept. of Management,SCIENCE
3569,Dept. of Management,SCIENCE
3570,Dept. of Management,SCIENCE
3586,Dept. of Management,SCIENCE
3609,Dept. of Human Resources Management,SCIENCE
3630,Dept. of Management,SCIENCE
3666,Dept. of Management,SCIENCE
3675,Dept. of Management,SCIENCE
3676,Dept. of Management,SCIENCE
3759,Dept. of Management,SCIENCE
3852,Dept. of Banking & Insurance,SCIENCE
3862,Dept. of Human Resources Management,SCIENCE
3865,Dept. of Management,SCIENCE
3888,Dept. of Human Resources Management,SCIENCE
3905,Dept. of Human Resources Management,SCIENCE
3915,Dept. of Management,SCIENCE
3949,Dept. of Management,SCIENCE
3951,Dept. of Human Resources Management,SCIENCE
3954,Dept. of Human Resources Management,SCIENCE
3994,Dept. of Banking & Insurance,SCIENCE
3996,Dept. of Banking & Insurance,SCIENCE
4011,Dept. of Human Resources Management,SCIENCE
4035,Dept. of Banking & Insurance,SCIENCE
4044,Dept. of Human Resources Management,SCIENCE
4061,Dept. of Human Resources Management,SCIENCE
4096,Dept. of Banking & Insurance,SCIENCE
4105,Dept. of Human Resources Management,SCIENCE
4122,Dept. of Human Resources Management,SCIENCE
4142,Dept. of Banking & Insurance,SCIENCE
4199,Dept. of Banking & Insurance,SCIENCE
4201,Dept. of Human Resources Management,SCIENCE
4212,Dept. of Banking & Insurance,SCIENCE
4213,Dept. of Human Resources Management,SCIENCE
4218,Dept. of Human Resources Management,SCIENCE
4245,Dept. of Human Resources Management,SCIENCE
4279,Dept. of Human Resources Management,SCIENCE
4292,Dept. of Banking & Insurance,SCIENCE
4302,Dept. of Human Resources Management,SCIENCE
4332,Dept. of Human Resources Management,SCIENCE
4334,Dept. of Human Resources Management,SCIENCE
4377,Dept. of Banking & Insurance,SCIENCE
4382,Dept. of Human Resources Management,SCIENCE
4460,Dept. of Human Resources Management,SCIENCE
4466,Dept. of Banking & Insurance,SCIENCE
4503,Dept. of Banking & Insurance,SCIENCE
4532,Dept. of Human Resources Management,SCIENCE
4538,Dept. of Human Resources Management,SCIENCE
4541,Dept. of Banking & Insurance,SCIENCE
4544,Dept. of Banking & Insurance,SCIENCE
4549,Dept. of Banking & Insurance,SCIENCE
4581,Dept. of Banking & Insurance,SCIENCE
4642,Dept. of Banking & Insurance,SCIENCE
4673,Dept. of Banking & Insurance,SCIENCE
4767,Dept. of Banking & Insurance,SCIENCE
4817,Dept. of Banking & Insurance,SCIENCE
